line,source,inputRms,inputPeak,outputRms,outputPeak,raw
946375,HL2SSMicrophoneClient,,,,,"test_microphone: packets=29081, regionSamples=2048, queuedSampleValues=1889280, sourcePlaying=True"
946382,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946386,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11470, sequence=11469, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946400,HL2SSMicrophoneClient,,,,,"test_microphone: packets=29176, regionSamples=2048, queuedSampleValues=1891840, sourcePlaying=True"
946407,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946411,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11496, sequence=11495, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946425,HL2SSMicrophoneClient,,,,,"test_microphone: packets=29271, regionSamples=2048, queuedSampleValues=1894400, sourcePlaying=True"
946432,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946436,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11522, sequence=11521, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946450,HL2SSMicrophoneClient,,,,,"test_microphone: packets=29366, regionSamples=2048, queuedSampleValues=1896960, sourcePlaying=True"
946457,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946461,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11549, sequence=11548, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946475,HL2SSMicrophoneClient,,,,,"test_microphone: packets=29460, regionSamples=2048, queuedSampleValues=1897472, sourcePlaying=True"
946482,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946486,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11577, sequence=11576, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946500,HL2SSMicrophoneClient,,,,,"test_microphone: packets=29554, regionSamples=2048, queuedSampleValues=1897984, sourcePlaying=True"
946507,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946511,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11604, sequence=11603, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946525,HL2SSMicrophoneClient,,,,,"test_microphone: packets=29648, regionSamples=2048, queuedSampleValues=1898496, sourcePlaying=True"
946532,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946536,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11631, sequence=11630, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946550,HL2SSMicrophoneClient,,,,,"test_microphone: packets=29742, regionSamples=2048, queuedSampleValues=1899008, sourcePlaying=True"
946557,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946561,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11658, sequence=11657, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946575,HL2SSMicrophoneClient,,,,,"test_microphone: packets=29836, regionSamples=2048, queuedSampleValues=1899520, sourcePlaying=True"
946582,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946586,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11686, sequence=11685, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946600,HL2SSMicrophoneClient,,,,,"test_microphone: packets=29932, regionSamples=2048, queuedSampleValues=1904128, sourcePlaying=True"
946607,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946611,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11713, sequence=11712, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946625,HL2SSMicrophoneClient,,,,,"test_microphone: packets=30026, regionSamples=2048, queuedSampleValues=1904640, sourcePlaying=True"
946632,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946636,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11741, sequence=11740, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946650,HL2SSMicrophoneClient,,,,,"test_microphone: packets=30121, regionSamples=2048, queuedSampleValues=1907200, sourcePlaying=True"
946657,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946661,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11769, sequence=11768, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946675,HL2SSMicrophoneClient,,,,,"test_microphone: packets=30215, regionSamples=2048, queuedSampleValues=1907712, sourcePlaying=True"
946682,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946686,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11797, sequence=11796, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946700,HL2SSMicrophoneClient,,,,,"test_microphone: packets=30310, regionSamples=2048, queuedSampleValues=1910272, sourcePlaying=True"
946707,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946711,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11825, sequence=11824, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946725,HL2SSMicrophoneClient,,,,,"test_microphone: packets=30404, regionSamples=2048, queuedSampleValues=1910784, sourcePlaying=True"
946732,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946736,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11852, sequence=11851, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946750,HL2SSMicrophoneClient,,,,,"test_microphone: packets=30498, regionSamples=2048, queuedSampleValues=1911296, sourcePlaying=True"
946757,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946761,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11880, sequence=11879, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946775,HL2SSMicrophoneClient,,,,,"test_microphone: packets=30591, regionSamples=2048, queuedSampleValues=1909760, sourcePlaying=True"
946782,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946786,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11907, sequence=11906, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946800,HL2SSMicrophoneClient,,,,,"test_microphone: packets=30686, regionSamples=2048, queuedSampleValues=1912320, sourcePlaying=True"
946807,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946811,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11935, sequence=11934, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946825,HL2SSMicrophoneClient,,,,,"test_microphone: packets=30780, regionSamples=2048, queuedSampleValues=1912832, sourcePlaying=True"
946832,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946836,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11962, sequence=11961, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946850,HL2SSMicrophoneClient,,,,,"test_microphone: packets=30874, regionSamples=2048, queuedSampleValues=1913344, sourcePlaying=True"
946857,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946861,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=11990, sequence=11989, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946875,HL2SSMicrophoneClient,,,,,"test_microphone: packets=30969, regionSamples=2048, queuedSampleValues=1915904, sourcePlaying=True"
946882,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946886,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12017, sequence=12016, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946900,HL2SSMicrophoneClient,,,,,"test_microphone: packets=31063, regionSamples=2048, queuedSampleValues=1916416, sourcePlaying=True"
946907,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946911,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12044, sequence=12043, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946925,HL2SSMicrophoneClient,,,,,"test_microphone: packets=31157, regionSamples=2048, queuedSampleValues=1916928, sourcePlaying=True"
946932,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946936,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12072, sequence=12071, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946950,HL2SSMicrophoneClient,,,,,"test_microphone: packets=31252, regionSamples=2048, queuedSampleValues=1919488, sourcePlaying=True"
946957,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946961,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12099, sequence=12098, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
946975,HL2SSMicrophoneClient,,,,,"test_microphone: packets=31346, regionSamples=2048, queuedSampleValues=1920000, sourcePlaying=True"
946982,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
946986,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12126, sequence=12125, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947000,HL2SSMicrophoneClient,,,,,"test_microphone: packets=31441, regionSamples=2048, queuedSampleValues=1922560, sourcePlaying=True"
947007,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947011,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12153, sequence=12152, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947025,HL2SSMicrophoneClient,,,,,"test_microphone: packets=31535, regionSamples=2048, queuedSampleValues=1923072, sourcePlaying=True"
947032,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947036,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12179, sequence=12178, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947050,HL2SSMicrophoneClient,,,,,"test_microphone: packets=31629, regionSamples=2048, queuedSampleValues=1923584, sourcePlaying=True"
947057,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947061,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12206, sequence=12205, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947075,HL2SSMicrophoneClient,,,,,"test_microphone: packets=31724, regionSamples=2048, queuedSampleValues=1926144, sourcePlaying=True"
947082,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947086,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12232, sequence=12231, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947100,HL2SSMicrophoneClient,,,,,"test_microphone: packets=31818, regionSamples=2048, queuedSampleValues=1926656, sourcePlaying=True"
947107,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947111,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12259, sequence=12258, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947125,HL2SSMicrophoneClient,,,,,"test_microphone: packets=31912, regionSamples=2048, queuedSampleValues=1888768, sourcePlaying=True"
947132,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947136,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12286, sequence=12285, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947150,HL2SSMicrophoneClient,,,,,"test_microphone: packets=32006, regionSamples=2048, queuedSampleValues=1889280, sourcePlaying=True"
947157,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947161,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12313, sequence=12312, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947175,HL2SSMicrophoneClient,,,,,"test_microphone: packets=32100, regionSamples=2048, queuedSampleValues=1889792, sourcePlaying=True"
947182,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947186,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12341, sequence=12340, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947200,HL2SSMicrophoneClient,,,,,"test_microphone: packets=32194, regionSamples=2048, queuedSampleValues=1890304, sourcePlaying=True"
947207,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947211,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12369, sequence=12368, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947225,HL2SSMicrophoneClient,,,,,"test_microphone: packets=32289, regionSamples=2048, queuedSampleValues=1892864, sourcePlaying=True"
947232,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947236,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12397, sequence=12396, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947250,HL2SSMicrophoneClient,,,,,"test_microphone: packets=32383, regionSamples=2048, queuedSampleValues=1893376, sourcePlaying=True"
947257,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947261,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12424, sequence=12423, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947275,HL2SSMicrophoneClient,,,,,"test_microphone: packets=32476, regionSamples=2048, queuedSampleValues=1891840, sourcePlaying=True"
947282,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947286,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12452, sequence=12451, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947300,HL2SSMicrophoneClient,,,,,"test_microphone: packets=32571, regionSamples=2048, queuedSampleValues=1894400, sourcePlaying=True"
947307,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947311,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12480, sequence=12479, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947325,HL2SSMicrophoneClient,,,,,"test_microphone: packets=32666, regionSamples=2048, queuedSampleValues=1896960, sourcePlaying=True"
947332,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947336,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12507, sequence=12506, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947350,HL2SSMicrophoneClient,,,,,"test_microphone: packets=32761, regionSamples=2048, queuedSampleValues=1899520, sourcePlaying=True"
947357,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947361,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12534, sequence=12533, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947375,HL2SSMicrophoneClient,,,,,"test_microphone: packets=32855, regionSamples=2048, queuedSampleValues=1900032, sourcePlaying=True"
947382,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947386,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12562, sequence=12561, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947400,HL2SSMicrophoneClient,,,,,"test_microphone: packets=32950, regionSamples=2048, queuedSampleValues=1902592, sourcePlaying=True"
947407,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947411,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12589, sequence=12588, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947425,HL2SSMicrophoneClient,,,,,"test_microphone: packets=33045, regionSamples=2048, queuedSampleValues=1905152, sourcePlaying=True"
947432,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947436,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12616, sequence=12615, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947450,HL2SSMicrophoneClient,,,,,"test_microphone: packets=33139, regionSamples=2048, queuedSampleValues=1905664, sourcePlaying=True"
947457,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947461,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12643, sequence=12642, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947475,HL2SSMicrophoneClient,,,,,"test_microphone: packets=33234, regionSamples=2048, queuedSampleValues=1908224, sourcePlaying=True"
947482,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947486,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12670, sequence=12669, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947500,HL2SSMicrophoneClient,,,,,"test_microphone: packets=33328, regionSamples=2048, queuedSampleValues=1908736, sourcePlaying=True"
947507,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947511,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12698, sequence=12697, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947525,HL2SSMicrophoneClient,,,,,"test_microphone: packets=33422, regionSamples=2048, queuedSampleValues=1909248, sourcePlaying=True"
947532,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947536,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12726, sequence=12725, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947550,HL2SSMicrophoneClient,,,,,"test_microphone: packets=33517, regionSamples=2048, queuedSampleValues=1911808, sourcePlaying=True"
947557,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947561,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12754, sequence=12753, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947575,HL2SSMicrophoneClient,,,,,"test_microphone: packets=33611, regionSamples=2048, queuedSampleValues=1912320, sourcePlaying=True"
947582,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947586,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12782, sequence=12781, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947600,HL2SSMicrophoneClient,,,,,"test_microphone: packets=33705, regionSamples=2048, queuedSampleValues=1912832, sourcePlaying=True"
947607,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947611,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12809, sequence=12808, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947625,HL2SSMicrophoneClient,,,,,"test_microphone: packets=33800, regionSamples=2048, queuedSampleValues=1915392, sourcePlaying=True"
947632,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947636,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12837, sequence=12836, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947650,HL2SSMicrophoneClient,,,,,"test_microphone: packets=33893, regionSamples=2048, queuedSampleValues=1913856, sourcePlaying=True"
947657,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947661,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12865, sequence=12864, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947675,HL2SSMicrophoneClient,,,,,"test_microphone: packets=33987, regionSamples=2048, queuedSampleValues=1914368, sourcePlaying=True"
947682,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947686,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12893, sequence=12892, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947700,HL2SSMicrophoneClient,,,,,"test_microphone: packets=34082, regionSamples=2048, queuedSampleValues=1916928, sourcePlaying=True"
947707,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947711,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12921, sequence=12920, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947725,HL2SSMicrophoneClient,,,,,"test_microphone: packets=34176, regionSamples=2048, queuedSampleValues=1917440, sourcePlaying=True"
947732,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947736,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12949, sequence=12948, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
947750,HL2SSMicrophoneClient,,,,,"test_microphone: packets=34270, regionSamples=2048, queuedSampleValues=1917952, sourcePlaying=True"
947757,HL2SSMicrophoneClient,,,,,"test_microphone:Update () (at Assets/hl2ss_Scripts/test/test_microphone.cs:107)"
947761,QuestHandDataSender,,,,,"QuestHandDataSender audio: sent audio frame count=12977, sequence=12976, sampleRate=16000, channels=1, sampleCount=800, bytes=1600"
